,CityNumber,CityName,Temperature,Latitude,Humidity,Cloudness,WindSpeed
0,500,Hithadhoo,79.44,-0.6,100,92,6.06
1,500,Hithadhoo,79.44,-0.6,100,92,6.06
2,500,Rikitea,77.19,-23.12,100,92,21.94
